Date_time,target,x1,x2,x3,x4
2016/1/1 15:30,0.663162712,-3.092079644,-4.596356754,-5.064709168,-9.03917771
2016/1/1 16:00,0.660628238,-3.116427691,-4.795248925,-5.108578283,-9.253949928
2016/1/1 16:30,0.65981024,-2.938686947,-4.728809571,-4.859797947,-9.158495609
2016/1/1 17:00,0.658992242,-2.760946202,-4.662370216,-4.61101761,-9.063041289
2016/1/1 17:30,0.6593424,-2.530746483,-4.555045104,-4.217893734,-8.972739334
2016/1/1 18:00,0.659692559,-2.300546765,-4.447719992,-3.824769858,-8.882437378
2016/1/1 18:30,0.660994587,-2.069461663,-4.334645321,-3.403343327,-8.787525413
2016/1/1 19:00,0.662296614,-1.83837656,-4.22157065,-2.981916796,-8.692613448
2016/1/1 19:30,0.660959072,-1.501045433,-4.064416022,-2.347654301,-8.510653652
2016/1/1 20:00,0.659621529,-1.163714307,-3.907261394,-1.713391805,-8.328693855
2016/1/1 20:30,0.660527858,-0.936170739,-3.993078894,-1.224604956,-8.046940907
2016/1/1 21:00,0.661434186,-0.70862717,-4.078896394,-0.735818106,-7.765187958
2016/1/1 21:30,0.659365939,-0.094835035,-4.325488615,-0.011270142,-7.426759008
2016/1/1 22:00,0.657297691,0.5189571,-4.572080836,0.713277823,-7.088330057
2016/1/1 22:30,0.658505658,1.613291148,-4.846143175,2.10350423,-7.032196409
2016/1/1 23:00,0.659713624,2.707625196,-5.120205513,3.493730636,-6.976062761
2016/1/1 23:30,0.660134981,3.103391636,-5.33847583,4.009405008,-7.208461487
2016/1/2 0:00,0.660556339,3.499158076,-5.556746146,4.52507938,-7.440860214
2016/1/2 0:30,0.661897225,3.665327485,-5.881501688,4.739479281,-7.873780787
2016/1/2 1:00,0.66323811,3.831496895,-6.20625723,4.953879182,-8.306701361
2016/1/2 1:30,0.669432838,4.117889894,-6.198433489,5.36235488,-8.249151117
2016/1/2 2:00,0.675627565,4.404282893,-6.190609748,5.770830577,-8.191600873
2016/1/2 2:30,0.668125716,4.423537908,-5.733872442,5.815641164,-7.496982809
2016/1/2 3:00,0.660623867,4.442792922,-5.277135136,5.860451751,-6.802364745
2016/1/2 3:30,0.662822104,5.094220452,-3.199191845,6.548669842,-4.180215014
2016/1/2 4:00,0.665020341,5.745647981,-1.121248554,7.236887932,-1.558065283
2016/1/2 4:30,0.662716848,5.85347606,2.257973155,7.510672848,2.991883791
2016/1/2 5:00,0.660413356,5.961304139,5.637194864,7.784457764,7.541832865
2016/1/2 5:30,0.5216297,5.868069334,6.006813758,7.716594332,8.088961698
2016/1/2 6:00,0.382846043,5.774834529,6.376432652,7.648730899,8.636090531
2016/1/2 6:30,0.406430423,5.540936779,6.95813836,7.394372538,9.484622041
2016/1/2 7:00,0.430014802,5.307039028,7.539844068,7.140014177,10.33315355
2016/1/2 7:30,0.547946446,4.764655684,7.573253556,6.486504865,10.52454157
2016/1/2 8:00,0.665878089,4.222272339,7.606663044,5.832995553,10.71592959
2016/1/2 8:30,0.663246698,3.378497353,6.895548433,4.737078827,9.96991782
2016/1/2 9:00,0.660615306,2.534722366,6.184433821,3.641162102,9.223906049
2016/1/2 9:30,0.661256674,2.06104902,5.659397372,3.016922133,8.778761602
2016/1/2 10:00,0.661898042,1.587375673,5.134360922,2.392682163,8.333617155
2016/1/2 10:30,0.659689372,1.13620029,4.746980022,1.734769499,7.970916779
2016/1/2 11:00,0.657480701,0.685024907,4.359599121,1.076856834,7.608216402
2016/1/2 11:30,0.654198128,-0.150237337,4.020852286,-0.187941411,7.115693382
2016/1/2 12:00,0.650915555,-0.98549958,3.68210545,-1.452739655,6.623170362
2016/1/2 12:30,0.65639427,-1.759753831,3.352662523,-2.719092024,5.986102542
2016/1/2 13:00,0.661872985,-2.534008082,3.023219595,-3.985444392,5.349034723
2016/1/2 13:30,0.662051646,-2.778242735,2.560138715,-4.535345411,4.703668962
2016/1/2 14:00,0.662230307,-3.022477387,2.097057835,-5.085246429,4.0583032
2016/1/2 14:30,0.661876096,-3.058352519,1.701430289,-5.388041667,3.462992767
2016/1/2 15:00,0.661521884,-3.09422765,1.305802743,-5.690836905,2.867682333
2016/1/2 15:30,0.662045748,-2.82729235,1.161169263,-5.386746564,2.510067793
2016/1/2 16:00,0.662569612,-2.560357049,1.016535782,-5.082656222,2.152453252
2016/1/2 16:30,0.663810934,-1.919266422,0.884800902,-4.276583698,1.872464622
2016/1/2 17:00,0.665052256,-1.278175794,0.753066021,-3.470511173,1.592475992
2016/1/2 17:30,0.628468924,-1.197912788,0.98101177,-2.80949026,1.403497051
2016/1/2 18:00,0.591885593,-1.117649782,1.208957518,-2.148469346,1.214518109
2016/1/2 18:30,0.626149556,-0.71532133,1.285080402,-1.386689368,1.231649345
2016/1/2 19:00,0.66041352,-0.312992877,1.361203286,-0.624909389,1.24878058
2016/1/2 19:30,0.661097735,-0.283603645,0.974879648,-0.094952967,0.858777298
2016/1/2 20:00,0.661781949,-0.254214413,0.58855601,0.435003455,0.468774015
2016/1/2 20:30,0.661232676,-0.496422222,0.56360462,-0.004036689,0.664712521
2016/1/2 21:00,0.660683402,-0.738630031,0.53865323,-0.443076833,0.860651026
2016/1/2 21:30,0.628482834,-1.344858949,0.690264642,-1.6381985,1.144387114
2016/1/2 22:00,0.596282265,-1.951087866,0.841876053,-2.833320167,1.428123202
2016/1/2 22:30,0.54721608,-1.440931335,1.410260257,-2.040716721,1.951964262
2016/1/2 23:00,0.498149895,-0.930774803,1.97864446,-1.248113275,2.475805322
2016/1/2 23:30,0.525094948,-1.284053641,2.147806425,-1.64156577,2.660233779
2016/1/3 0:00,0.55204,-1.637332478,2.31696839,-2.035018265,2.844662236
2016/1/3 0:30,0.475641536,-2.165136336,0.973597649,-2.645533585,1.152295234
2016/1/3 1:00,0.399243071,-2.692940193,-0.369773093,-3.256048905,-0.540071768
2016/1/3 1:30,0.239805865,-1.975153907,-0.4938086,-2.338046158,-0.679458837
2016/1/3 2:00,0.080368659,-1.257367621,-0.617844107,-1.42004341,-0.818845906
2016/1/3 2:30,0.066987101,-0.609732155,-0.226014626,-0.663114403,-0.349029492
2016/1/3 3:00,0.053605542,0.037903312,0.165814855,0.093814605,0.120786923
2016/1/3 3:30,0.033194858,0.449506463,0.793224142,0.547877952,0.889875574
2016/1/3 4:00,0.012784173,0.861109614,1.420633429,1.001941298,1.658964224
2016/1/3 4:30,0.063532191,1.053346114,1.977040058,1.202519255,2.36519204
2016/1/3 5:00,0.114280209,1.245582614,2.533446687,1.403097212,3.071419856
2016/1/3 5:30,0.207053003,1.422703744,3.100591373,1.610494349,3.827116416
2016/1/3 6:00,0.299825797,1.599824874,3.667736058,1.817891486,4.582812976
2016/1/3 6:30,0.475658396,1.553122257,4.290543321,1.800961108,5.46095151
2016/1/3 7:00,0.651490995,1.506419639,4.913350584,1.784030729,6.339090044
2016/1/3 7:30,0.730907412,1.419796942,5.199114367,1.717014648,6.975351017
2016/1/3 8:00,0.810323828,1.333174245,5.48487815,1.649998566,7.611611991
2016/1/3 8:30,0.759694936,1.582384063,5.573193184,2.015882858,7.992330005
2016/1/3 9:00,0.709066044,1.83159388,5.661508218,2.381767149,8.373048018
2016/1/3 9:30,0.660222382,1.669200546,5.616583697,2.241856382,8.434815621
2016/1/3 10:00,0.61137872,1.506807212,5.571659176,2.101945615,8.496583224
2016/1/3 10:30,0.593239691,1.521728796,5.174131951,2.121932868,7.985497305
2016/1/3 11:00,0.575100662,1.536650379,4.776604725,2.14192012,7.474411386
2016/1/3 11:30,0.582251792,2.331370022,5.166023622,3.221466897,7.913617307
2016/1/3 12:00,0.589402923,3.126089665,5.555442519,4.301013673,8.352823228
2016/1/3 12:30,0.408890681,2.972998097,5.655810474,4.087737932,8.47417197
2016/1/3 13:00,0.22837844,2.81990653,5.756178428,3.874462191,8.595520712
2016/1/3 13:30,0.192051762,2.431557794,5.802856101,3.330338636,8.653462004
2016/1/3 14:00,0.155725084,2.043209059,5.849533774,2.786215081,8.711403295
2016/1/3 14:30,0.22632319,1.454678565,5.683422618,1.934758127,8.549058356
2016/1/3 15:00,0.296921296,0.86614807,5.517311462,1.083301173,8.386713417
2016/1/3 15:30,0.333207512,0.564228245,5.409273468,0.661452575,8.139916312
2016/1/3 16:00,0.369493727,0.26230842,5.301235473,0.239603976,7.893119208
2016/1/3 16:30,0.501192306,0.141773033,5.247106904,0.074062496,7.805114039
2016/1/3 17:00,0.632890885,0.021237647,5.192978335,-0.091478983,7.71710887
2016/1/3 17:30,0.690820008,-0.089027039,5.135124318,-0.255609597,7.642495792
2016/1/3 18:00,0.748749131,-0.199291724,5.0772703,-0.419740211,7.567882714
2016/1/3 18:30,0.791599284,-0.40024863,5.118907661,-0.716021836,7.613525147
2016/1/3 19:00,0.834449436,-0.601205536,5.160545022,-1.01230346,7.659167579
2016/1/3 19:30,0.882350109,-0.723485003,5.333449642,-1.192423876,7.901865064
2016/1/3 20:00,0.930250783,-0.84576447,5.506354262,-1.372544292,8.144562548
2016/1/3 20:30,0.952299216,-0.982577947,5.853697511,-1.505871023,8.38097395
2016/1/3 21:00,0.974347648,-1.119391424,6.201040759,-1.639197754,8.617385351
2016/1/3 21:30,0.976782055,-1.272870565,6.352688411,-1.80168236,8.690358581
2016/1/3 22:00,0.979216462,-1.426349706,6.504336062,-1.964166965,8.763331811
2016/1/3 22:30,0.961520414,-1.504058211,6.575119576,-2.044586263,8.764698351
2016/1/3 23:00,0.943824365,-1.581766715,6.645903089,-2.125005561,8.766064891
2016/1/3 23:30,0.87460439,-1.596106938,6.649409393,-2.132059886,8.708123599
2016/1/4 0:00,0.805384414,-1.61044716,6.652915697,-2.13911421,8.650182308
2016/1/4 0:30,0.798847453,-1.437832945,5.984401389,-1.872032267,7.683382367
2016/1/4 1:00,0.792310491,-1.26521873,5.31588708,-1.604950324,6.716582426
2016/1/4 1:30,0.775097439,-1.216254452,5.374033369,-1.539359367,6.770705733
2016/1/4 2:00,0.757884387,-1.167290174,5.432179657,-1.473768409,6.824829039
2016/1/4 2:30,0.738243838,-1.08240538,5.543363146,-1.361073521,6.96135356
2016/1/4 3:00,0.718603288,-0.997520585,5.654546635,-1.248378633,7.09787808
2016/1/4 3:30,0.71241294,-0.920060702,5.785193317,-1.142014919,7.275147113
2016/1/4 4:00,0.706222593,-0.842600819,5.915839999,-1.035651204,7.452416145
2016/1/4 4:30,0.708977602,-0.890561731,5.943331759,-1.088579815,7.500762245
2016/1/4 5:00,0.711732611,-0.938522643,5.970823519,-1.141508425,7.549108344
2016/1/4 5:30,0.754597262,-1.095850489,6.094901373,-1.356768323,7.747357759
2016/1/4 6:00,0.797461913,-1.253178334,6.218979227,-1.572028221,7.945607174
2016/1/4 6:30,0.820692042,-1.456059013,6.352788677,-1.877190783,8.185817355
2016/1/4 7:00,0.843922172,-1.658939691,6.486598128,-2.182353345,8.426027536
2016/1/4 7:30,0.890208954,-1.679207692,6.521875165,-2.270736527,8.554950469
2016/1/4 8:00,0.936495735,-1.699475692,6.557152202,-2.359119708,8.683873401
2016/1/4 8:30,0.961011943,-1.419335804,6.56299116,-2.058515592,8.862054624
2016/1/4 9:00,0.985528151,-1.139195916,6.568830118,-1.757911475,9.040235847
2016/1/4 9:30,0.987666088,-0.813101849,6.438670016,-1.419573564,9.268283487
2016/1/4 10:00,0.989804024,-0.487007781,6.308509914,-1.081235653,9.496331127
2016/1/4 10:30,0.98619051,-0.843804859,6.261798251,-1.696119222,9.603057423
2016/1/4 11:00,0.982576996,-1.200601937,6.215086588,-2.31100279,9.709783718
2016/1/4 11:30,0.979736518,-2.044433047,6.068869352,-3.551659545,9.465620712
2016/1/4 12:00,0.97689604,-2.888264156,5.922652116,-4.7923163,9.221457705
2016/1/4 12:30,0.976222981,-3.002447248,5.650897287,-4.907543658,8.790295634
2016/1/4 13:00,0.975549922,-3.11663034,5.379142457,-5.022771015,8.359133562
2016/1/4 13:30,0.975107144,-3.037364398,5.139745186,-4.880446235,8.01432553
2016/1/4 14:00,0.974664365,-2.958098455,4.900347914,-4.738121455,7.669517498
2016/1/4 14:30,0.969701129,-2.95528903,4.666059731,-4.741920159,7.339304515
2016/1/4 15:00,0.964737893,-2.952479604,4.431771547,-4.745718863,7.009091532
2016/1/4 15:30,0.968952553,-2.897294454,4.28750063,-4.676329202,6.812058371
2016/1/4 16:00,0.973167212,-2.842109304,4.143229713,-4.606939541,6.61502521
2016/1/4 16:30,0.966752061,-2.73575247,4.093598572,-4.462588785,6.557861268
2016/1/4 17:00,0.96033691,-2.629395635,4.04396743,-4.31823803,6.500697326
2016/1/4 17:30,0.966649266,-2.43775266,4.076324988,-4.022192358,6.589483874
2016/1/4 18:00,0.972961623,-2.246109685,4.108682546,-3.726146686,6.678270422
2016/1/4 18:30,0.970112553,-2.31875341,4.026207267,-3.808958435,6.607119559
2016/1/4 19:00,0.967263482,-2.391397134,3.943731987,-3.891770184,6.535968695
2016/1/4 19:30,0.940081538,-2.556952584,3.662245561,-4.169328829,6.109975703
2016/1/4 20:00,0.912899593,-2.722508034,3.380759135,-4.446887475,5.683982711
2016/1/4 20:30,0.860357534,-2.748796233,3.468343503,-4.236945763,5.401203638
2016/1/4 21:00,0.807815474,-2.775084431,3.55592787,-4.02700405,5.118424564
2016/1/4 21:30,0.687247823,-2.773679718,3.498754741,-3.858088342,4.821658568
2016/1/4 22:00,0.566680171,-2.772275005,3.441581612,-3.689172633,4.524892572
2016/1/4 22:30,0.455060747,-2.594277813,3.288795549,-3.406295802,4.238160672
2016/1/4 23:00,0.343441322,-2.41628062,3.136009485,-3.123418971,3.951428773
2016/1/4 23:30,0.251211176,-2.141759584,3.028475345,-2.738990118,3.77233536
2016/1/5 0:00,0.15898103,-1.867238547,2.920941204,-2.354561264,3.593241946
2016/1/5 0:30,0.088337186,-1.742621297,2.771997831,-2.179316627,3.368837119
2016/1/5 1:00,0.017693342,-1.618004047,2.623054458,-2.00407199,3.144432292
2016/1/5 1:30,0.009523378,-1.2522431,2.76410868,-1.547945168,3.311043054
2016/1/5 2:00,0.001353414,-0.886482152,2.905162902,-1.091818345,3.477653816
2016/1/5 2:30,0.029945236,-0.621492078,3.165267814,-0.76145853,3.799767956
2016/1/5 3:00,0.058537058,-0.356502004,3.425372725,-0.431098715,4.121882095
2016/1/5 3:30,0.176880095,-0.288621624,3.764690352,-0.344596994,4.552506834
2016/1/5 4:00,0.295223131,-0.220741244,4.104007979,-0.258095273,4.983131572
2016/1/5 4:30,0.418417588,-0.312881279,4.563997609,-0.354634737,5.59346809
2016/1/5 5:00,0.541612044,-0.405021314,5.023987238,-0.4511742,6.203804608
2016/1/5 5:30,0.597840632,-0.692638181,5.408933243,-0.796885856,6.74863604
2016/1/5 6:00,0.654069219,-0.980255048,5.793879247,-1.142597512,7.293467471
2016/1/5 6:30,0.753118084,-1.252709631,6.172108383,-1.518127168,7.874184298
2016/1/5 7:00,0.852166948,-1.525164214,6.55033752,-1.893656824,8.454901125
2016/1/5 7:30,0.894139533,-1.529829533,6.94153716,-1.990196287,9.122768197
2016/1/5 8:00,0.936112117,-1.534494851,7.332736799,-2.08673575,9.790635268
2016/1/5 8:30,0.948807766,-1.419028226,7.394115073,-2.009386089,10.08398413
2016/1/5 9:00,0.961503415,-1.3035616,7.455493347,-1.932036427,10.37733299
2016/1/5 9:30,0.977873546,-1.328287787,7.327178013,-2.099430542,10.56046243
2016/1/5 10:00,0.994243676,-1.353013973,7.198862678,-2.266824657,10.74359186
2016/1/5 10:30,0.995693358,-2.037182888,7.023992502,-3.352376972,10.61201208
2016/1/5 11:00,0.99714304,-2.721351802,6.849122325,-4.437929286,10.4804323
2016/1/5 11:30,0.99641474,-3.404354387,6.341883005,-5.423694632,9.689244786
2016/1/5 12:00,0.99568644,-4.087356972,5.834643685,-6.409459977,8.898057271
2016/1/5 12:30,0.987770935,-4.098787002,5.257687911,-6.44665867,8.038231818
2016/1/5 13:00,0.979855429,-4.110217032,4.680732137,-6.483857362,7.178406364
2016/1/5 13:30,0.976890662,-4.129344837,4.310841181,-6.565044984,6.627878838
2016/1/5 14:00,0.973925895,-4.148472641,3.940950225,-6.646232606,6.077351312
2016/1/5 14:30,0.93587159,-4.15197163,3.810781961,-6.696716545,5.887956172
2016/1/5 15:00,0.897817284,-4.155470618,3.680613697,-6.747200485,5.698561032
2016/1/5 15:30,0.799583058,-4.233148166,3.593757649,-6.919613472,5.56327879
2016/1/5 16:00,0.701348831,-4.310825714,3.506901601,-7.092026458,5.427996547
2016/1/5 16:30,0.695102954,-4.328087392,3.374648793,-7.1862041,5.208696912
2016/1/5 17:00,0.688857076,-4.345349069,3.242395984,-7.280381742,4.989397276
2016/1/5 17:30,0.752759045,-4.469446534,2.988081476,-7.539886905,4.547095544
2016/1/5 18:00,0.816661013,-4.593543998,2.733766967,-7.799392067,4.104793812
2016/1/5 18:30,0.867682296,-4.750765222,2.355769447,-8.081629765,3.437211546
2016/1/5 19:00,0.918703578,-4.907986445,1.977771926,-8.363867462,2.769629279
2016/1/5 19:30,0.921514724,-4.986597057,1.616219151,-8.471330351,2.125401
2016/1/5 20:00,0.924325869,-5.065207668,1.254666375,-8.578793239,1.48117272
2016/1/5 20:30,0.925782727,-5.215430914,0.997572474,-8.628096268,0.989884576
2016/1/5 21:00,0.927239585,-5.36565416,0.740478572,-8.677399297,0.498596431
2016/1/5 21:30,0.894936102,-5.364487831,0.323569542,-8.010479885,0.062845208
2016/1/5 22:00,0.862632618,-5.363321501,-0.093339488,-7.343560473,-0.372906016
2016/1/5 22:30,0.83573092,-5.109294925,-0.562130531,-6.847282681,-0.95048999
2016/1/5 23:00,0.808829222,-4.855268349,-1.030921573,-6.35100489,-1.528073965
2016/1/5 23:30,0.714652217,-4.231981837,-1.44620929,-5.446722394,-2.017653281
2016/1/6 0:00,0.620475212,-3.608695325,-1.861497007,-4.542439897,-2.507232597
2016/1/6 0:30,0.493135014,-2.945646294,-2.362837654,-3.661247474,-3.113234674
2016/1/6 1:00,0.365794817,-2.282597263,-2.864178301,-2.780055051,-3.719236751
2016/1/6 1:30,0.301369962,-1.26937963,-3.017282656,-1.556305019,-3.855114281
2016/1/6 2:00,0.236945106,-0.256161996,-3.170387011,-0.332554987,-3.990991812
2016/1/6 2:30,0.198408359,0.561252817,-3.053690149,0.629402366,-3.832468027
2016/1/6 3:00,0.159871612,1.378667629,-2.936993286,1.59135972,-3.673944241
2016/1/6 3:30,0.134254294,1.818604346,-2.801731013,2.126942628,-3.505587213
2016/1/6 4:00,0.108636975,2.258541063,-2.66646874,2.662525535,-3.337230184
2016/1/6 4:30,0.18287406,2.337357895,-2.612701384,2.766504296,-3.268099511
2016/1/6 5:00,0.257111145,2.416174726,-2.558934028,2.870483057,-3.198968837
2016/1/6 5:30,0.242608931,2.631309977,-2.221622229,3.160270018,-2.78478075
2016/1/6 6:00,0.228106717,2.846445227,-1.884310429,3.450056979,-2.370592662
2016/1/6 6:30,0.164481162,2.547536112,-1.318668198,3.085516057,-1.670346615
2016/1/6 7:00,0.100855606,2.248626996,-0.753025967,2.720975134,-0.970100568
2016/1/6 7:30,0.061553087,1.473099116,-0.271771963,1.769169554,-0.37980805
2016/1/6 8:00,0.022250567,0.697571235,0.209482041,0.817363973,0.210484469
2016/1/6 8:30,0.011125284,0.03555942,0.368614127,-0.175048698,0.511739258
2016/1/6 9:00,0,-0.626452394,0.527746212,-1.167461369,0.812994047
2016/1/6 9:30,0,-1.431722475,0.795859665,-2.274927462,0.945891808
2016/1/6 10:00,0,-2.236992555,1.063973118,-3.382393554,1.078789568
2016/1/6 10:30,0.057595894,-2.30886954,0.956438406,-4.202533722,0.989098478
2016/1/6 11:00,0.115191787,-2.380746525,0.848903694,-5.022673889,0.899407389
2016/1/6 11:30,0.200283245,-2.622897608,0.76041661,-5.536415104,0.62228874
2016/1/6 12:00,0.285374702,-2.865048691,0.671929526,-6.050156319,0.345170092
2016/1/6 12:30,0.410610577,-3.535983166,0.174280095,-7.050567356,-0.677487114
2016/1/6 13:00,0.535846453,-4.20691764,-0.323369336,-8.050978393,-1.700144319
2016/1/6 13:30,0.658051194,-4.349928055,-1.176172649,-7.920543498,-3.171852926
2016/1/6 14:00,0.780255934,-4.492938469,-2.028975961,-7.790108603,-4.643561533
2016/1/6 14:30,0.848289803,-4.285734472,-2.591724882,-7.262831691,-5.570866086
2016/1/6 15:00,0.916323672,-4.078530474,-3.154473802,-6.735554779,-6.498170638
2016/1/6 15:30,0.905489012,-3.92511029,-3.639826663,-6.384857183,-7.174876499
2016/1/6 16:00,0.894654353,-3.771690105,-4.125179524,-6.034159587,-7.851582359
2016/1/6 16:30,0.924431021,-3.354803594,-4.484191153,-5.336763578,-8.386749125
2016/1/6 17:00,0.954207689,-2.937917082,-4.843202782,-4.639367569,-8.921915891
2016/1/6 17:30,0.964282788,-1.63421729,-5.210412125,-2.587479003,-9.413280032
2016/1/6 18:00,0.974357887,-0.330517498,-5.577621468,-0.535590437,-9.904644173
2016/1/6 18:30,0.974044044,0.450710971,-5.680333996,0.98748307,-9.811079382
2016/1/6 19:00,0.973730201,1.231939439,-5.783046523,2.510556577,-9.717514591
2016/1/6 19:30,0.966743546,0.457898669,-5.653811981,1.152064837,-9.680267461
2016/1/6 20:00,0.959756892,-0.316142101,-5.524577439,-0.206426904,-9.643020331
2016/1/6 20:30,0.949758662,0.170638582,-5.478284469,0.592179201,-9.258033994
2016/1/6 21:00,0.939760432,0.657419265,-5.431991499,1.390785305,-8.873047656
2016/1/6 21:30,0.939906564,1.606691167,-5.834402788,2.672677308,-9.178474124
2016/1/6 22:00,0.940052695,2.555963068,-6.236814076,3.95456931,-9.483900591
2016/1/6 22:30,0.941582619,3.109663703,-5.529158514,4.524914348,-8.033944308
2016/1/6 23:00,0.943112543,3.663364337,-4.821502952,5.095259385,-6.583988025
2016/1/6 23:30,0.936114828,3.669808481,-4.823672935,4.971899968,-6.581902186
2016/1/7 0:00,0.929117112,3.676252624,-4.825842918,4.84854055,-6.579816347
2016/1/7 0:30,0.934469891,2.724252799,-5.329535065,3.75676176,-7.525712916
2016/1/7 1:00,0.939822669,1.772252974,-5.833227211,2.66498297,-8.471609485
2016/1/7 1:30,0.889585027,1.38280162,-6.238532144,2.104132063,-8.766284505
2016/1/7 2:00,0.839347385,0.993350265,-6.643837077,1.543281156,-9.060959525
2016/1/7 2:30,0.750608047,1.020793222,-6.66490659,1.491643472,-9.102487086
2016/1/7 3:00,0.661868709,1.048236179,-6.685976103,1.440005789,-9.144014647
2016/1/7 3:30,0.703636234,1.889899738,-6.930880872,2.567378794,-9.44523168
2016/1/7 4:00,0.745403758,2.731563296,-7.175785641,3.694751799,-9.746448713
2016/1/7 4:30,0.784785689,3.535283984,-7.491601782,4.74959326,-10.15546674
2016/1/7 5:00,0.82416762,4.339004671,-7.807417923,5.804434721,-10.56448477
2016/1/7 5:30,0.824240277,4.49865109,-7.513804065,6.075756421,-10.2436417
2016/1/7 6:00,0.824312934,4.65829751,-7.220190206,6.347078121,-9.922798629
2016/1/7 6:30,0.823947167,4.579070886,-6.168980096,6.273651127,-8.505172856
2016/1/7 7:00,0.823581399,4.499844262,-5.117769985,6.200224132,-7.087547083
2016/1/7 7:30,0.821831043,4.201073983,-4.1057537,5.81637407,-5.683858643
2016/1/7 8:00,0.820080687,3.902303704,-3.093737414,5.432524008,-4.280170202
2016/1/7 8:30,0.702244181,4.257153069,-2.414075705,6.080233677,-3.298868253
2016/1/7 9:00,0.584407674,4.612002434,-1.734413995,6.727943346,-2.317566303
2016/1/7 9:30,0.459734272,4.470014961,-0.919499606,6.687946527,-0.895389565
2016/1/7 10:00,0.335060869,4.328027488,-0.104585216,6.647949709,0.526787173
2016/1/7 10:30,0.345312727,4.175540101,1.061261169,6.231266438,2.300810437
2016/1/7 11:00,0.355564586,4.023052714,2.227107555,5.814583167,4.0748337
2016/1/7 11:30,0.250068002,3.57084051,2.116322697,5.304176009,3.773047796
2016/1/7 12:00,0.144571418,3.118628306,2.005537838,4.79376885,3.471261892
2016/1/7 12:30,0.110407225,3.276127016,1.939384098,5.007184709,3.266468442
2016/1/7 13:00,0.076243031,3.433625725,1.873230358,5.220600567,3.061674992
2016/1/7 13:30,0.124199708,3.262763489,2.03408363,4.958531863,3.263908524
2016/1/7 14:00,0.172156384,3.091901253,2.194936901,4.696463158,3.466142056
2016/1/7 14:30,0.325773467,2.993345242,1.928736065,4.691687419,3.121975285
2016/1/7 15:00,0.47939055,2.894789231,1.662535229,4.686911679,2.777808515
2016/1/7 15:30,0.49991975,3.249638596,1.309337694,5.377006036,2.355422024
2016/1/7 16:00,0.520448949,3.604487962,0.956140159,6.067100393,1.933035532
2016/1/7 16:30,0.514775672,3.975087198,0.95908536,6.554524306,1.889801359
2016/1/7 17:00,0.509102395,4.345686434,0.96203056,7.041948218,1.846567187
2016/1/7 17:30,0.538051892,4.504139682,0.921024304,7.227903575,1.746161509
2016/1/7 18:00,0.567001389,4.662592929,0.880018047,7.413858931,1.645755831
2016/1/7 18:30,0.590967094,4.811023531,0.805255259,7.566384111,1.49728058
